name,pic_url,birth_year,season,team,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP
조정권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71463.jpg,1976,2003,한화,0.188,14,16,2,3,0,0,0,0,0,0,1,1,0.188,0.235
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2001,롯데,0.152,28,33,6,5,1,0,0,5,1,0,2,8,0.182,0.2
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2002,롯데,0.205,81,127,12,26,4,2,2,10,7,8,4,35,0.315,0.227
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2003,롯데,0.247,101,271,31,67,11,3,6,33,3,7,13,52,0.376,0.283
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2004,롯데,0.264,54,140,18,37,6,2,0,9,6,2,11,31,0.336,0.322
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2005,롯데,0.256,116,344,47,88,16,3,5,33,21,8,25,79,0.363,0.311
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2006,롯데,0.175,73,166,14,29,6,1,0,9,5,1,8,40,0.223,0.211
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2007,삼성,0.252,126,416,43,105,20,2,5,31,19,9,27,68,0.346,0.301
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2008,삼성,0.184,97,244,29,45,8,0,1,17,9,1,19,32,0.23,0.244
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2009,삼성,0.291,124,423,71,123,17,2,20,61,21,6,48,72,0.482,0.362
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2010,삼성,0.28,125,397,56,111,22,1,9,57,20,9,56,82,0.408,0.369
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2011,삼성,0.208,117,331,38,69,11,2,2,39,13,10,38,68,0.272,0.294
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2012,삼성,0.21,44,100,9,21,2,1,2,7,1,2,8,18,0.31,0.269
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2013,삼성,0.236,37,72,10,17,1,0,0,5,3,2,9,20,0.25,0.317
신명철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71504.jpg,1978,2015,KT,0.209,89,134,12,28,2,2,2,18,1,0,27,37,0.299,0.34
권오현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71509.jpg,1978,2001,롯데,0.111,20,18,2,2,0,1,0,0,0,1,0,5,0.222,0.111
권오현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71509.jpg,1978,2002,롯데,0.176,45,74,4,13,6,0,0,1,4,0,5,22,0.257,0.265
권오현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71509.jpg,1978,2003,롯데,0.212,38,52,11,11,4,0,1,2,2,1,1,15,0.346,0.268
얀,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71543.jpg,1966,2001,롯데,0.27,106,330,52,89,18,0,17,62,1,1,52,88,0.479,0.367
김장현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71550.jpg,1978,2002,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2002,롯데,0.333,2,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2004,롯데,0.211,10,19,3,4,0,0,2,2,0,0,0,1,0.526,0.25
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2005,롯데,0.246,100,280,19,69,8,0,8,42,4,1,24,58,0.361,0.312
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2006,두산,0.251,109,315,28,79,11,0,11,47,1,1,34,67,0.39,0.329
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2007,두산,0.244,121,386,48,94,20,2,16,75,1,0,51,95,0.43,0.33
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2008,두산,0.225,67,169,16,38,5,0,6,23,1,0,23,46,0.361,0.318
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2009,두산,0.302,116,361,49,109,11,0,17,94,1,0,49,77,0.474,0.386
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2010,두산,0.321,127,424,63,136,26,1,22,82,0,5,50,83,0.542,0.397
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2011,두산,0.271,124,421,49,114,26,0,15,75,0,1,56,104,0.439,0.354
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2012,두산,0.25,89,248,15,62,3,1,6,30,1,0,25,47,0.343,0.322
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2013,두산,0.27,100,222,22,60,8,0,7,36,0,0,39,47,0.401,0.376
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2014,롯데,0.286,121,371,54,106,13,0,23,90,1,0,81,88,0.507,0.411
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2015,롯데,0.306,144,507,78,155,18,1,31,109,0,0,108,134,0.529,0.428
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2016,롯데,0.262,116,325,49,85,10,0,19,70,0,0,64,102,0.468,0.384
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2017,롯데,0.291,125,409,43,119,15,0,14,82,0,0,49,89,0.43,0.364
최준석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,1983,2018,NC,0.255,93,153,7,39,3,0,4,24,0,0,24,41,0.353,0.352
박상민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71558.jpg,1978,2001,롯데,1,7,2,1,2,0,0,0,0,0,1,0,0,1,1
박상민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71558.jpg,1978,2002,롯데,0.189,30,37,2,7,1,0,0,2,0,1,5,9,0.216,0.302
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2002,롯데,0.241,10,29,2,7,1,0,0,5,0,0,1,11,0.276,0.258
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2005,롯데,0,6,7,1,0,0,0,0,0,0,0,0,2,0,0.125
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2007,롯데,0.222,8,9,1,2,1,1,0,1,0,0,0,1,0.556,0.222
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2008,롯데,0.206,15,34,5,7,1,0,2,4,0,0,0,11,0.412,0.229
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2009,롯데,0.26,47,123,9,32,8,1,2,19,0,1,3,23,0.39,0.306
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2010,롯데,0.257,110,307,32,79,17,2,8,51,5,4,10,49,0.404,0.283
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2011,롯데,0.282,111,149,24,42,7,0,2,29,3,2,7,27,0.369,0.306
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2012,롯데,0.257,121,416,41,107,19,4,9,47,5,2,22,64,0.387,0.302
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2013,롯데,0.255,115,381,37,97,24,2,7,58,4,2,21,56,0.383,0.298
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2014,롯데,0.309,123,440,59,136,31,4,7,73,0,2,22,65,0.445,0.343
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2015,롯데,0.255,98,314,29,80,11,3,4,28,0,1,7,38,0.347,0.277
박종윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,1982,2016,롯데,0.282,73,195,24,55,5,1,1,17,3,2,10,25,0.333,0.322
김제빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71563.jpg,1982,2002,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2001,롯데,0.5,6,8,0,4,0,0,0,1,0,0,1,2,0.5,0.556
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2002,롯데,0.278,74,255,27,71,19,0,8,32,1,0,19,66,0.447,0.345
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2003,롯데,0.243,54,152,8,37,6,0,4,13,0,2,13,37,0.362,0.327
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2004,롯데,0.248,132,444,52,110,26,0,20,68,4,3,38,78,0.441,0.331
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2005,롯데,0.266,126,447,53,119,16,2,21,80,1,0,47,76,0.452,0.354
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2006,롯데,0.336,122,443,71,149,26,0,26,88,0,1,39,55,0.571,0.409
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2007,롯데,0.335,121,415,79,139,21,1,29,87,1,0,81,55,0.6,0.453
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2008,롯데,0.301,122,435,73,131,23,0,18,94,0,1,62,56,0.478,0.4
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2009,롯데,0.293,133,478,73,140,28,1,28,100,0,0,51,65,0.531,0.377
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2010,롯데,0.364,127,478,99,174,13,0,44,133,0,2,61,77,0.667,0.444
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2011,롯데,0.357,133,493,76,176,26,1,27,113,2,0,63,60,0.578,0.433
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2017,롯데,0.32,142,540,73,173,13,0,34,111,1,1,50,84,0.533,0.391
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2018,롯데,0.333,144,543,81,181,30,0,37,125,0,1,43,75,0.593,0.394
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2019,롯데,0.285,135,485,48,138,23,1,16,88,0,0,47,65,0.435,0.355
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2020,롯데,0.292,144,542,67,158,27,0,20,110,1,0,53,68,0.452,0.354
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2021,롯데,0.286,114,420,39,120,11,0,19,81,0,0,34,50,0.448,0.342
이대호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,1982,2022,롯데,0.331,142,540,53,179,23,0,23,101,0,0,43,56,0.502,0.379
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2001,롯데,0.111,16,9,6,1,0,0,0,0,0,0,0,1,0.111,0.2
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2002,롯데,0.188,49,154,15,29,5,1,1,10,2,2,7,47,0.253,0.277
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2003,롯데,0.214,23,56,6,12,4,0,0,5,3,1,2,19,0.286,0.348
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2006,롯데,0.188,89,112,12,21,5,0,2,12,7,4,4,42,0.286,0.24
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2007,롯데,0.301,75,269,31,81,4,5,1,23,11,8,20,57,0.364,0.365
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2008,롯데,0.214,87,145,27,31,1,3,1,13,4,3,10,31,0.283,0.277
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2009,롯데,0.259,102,162,25,42,7,0,0,15,12,3,14,37,0.302,0.346
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2010,롯데,0.244,92,82,13,20,4,1,0,9,2,1,2,16,0.317,0.295
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2011,롯데,0.12,70,75,12,9,1,1,0,3,3,1,10,26,0.16,0.239
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2012,롯데,0.214,65,84,12,18,2,0,1,5,1,2,12,21,0.274,0.313
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2013,롯데,0.253,60,217,30,55,5,0,0,16,5,5,15,47,0.276,0.322
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2014,롯데,0.225,44,80,14,18,0,0,0,10,0,3,14,22,0.225,0.351
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2015,롯데,0.227,75,141,18,32,4,0,4,18,2,0,10,43,0.34,0.306
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2016,롯데,0.193,52,83,19,16,5,0,1,8,2,2,7,16,0.289,0.287
이우민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,1982,2017,롯데,0.254,104,185,35,47,5,1,4,21,2,4,15,38,0.357,0.343
김민철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71609.jpg,1982,2001,KIA,0.2,62,45,8,9,0,0,0,3,1,4,2,11,0.2,0.234
김민철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71609.jpg,1982,2002,KIA,0.261,58,46,9,12,1,0,0,3,0,1,4,10,0.283,0.333
김민철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71609.jpg,1982,2003,KIA,0.108,26,37,2,4,0,0,0,0,1,0,3,4,0.108,0.195
김민철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71609.jpg,1982,2004,KIA,0.2,11,10,2,2,1,0,0,0,0,0,0,2,0.3,0.2
김민철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71609.jpg,1982,2005,KIA,0.218,101,179,21,39,7,3,0,13,11,4,10,41,0.291,0.271
김민철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71609.jpg,1982,2006,KIA,0.276,75,76,15,21,1,2,0,10,2,1,7,14,0.342,0.333
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2001,KIA,0.287,65,94,15,27,6,0,1,7,1,2,10,28,0.383,0.349
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2002,KIA,0.263,107,274,45,72,16,1,1,33,11,4,45,66,0.339,0.37
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2003,KIA,0.258,125,329,36,85,12,4,4,46,7,7,38,58,0.356,0.337
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2004,KIA,0.243,114,189,20,46,6,2,3,25,6,2,21,39,0.344,0.316
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2005,KIA,0.271,78,188,23,51,10,1,5,19,2,2,8,38,0.415,0.308
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2006,KIA,0.18,73,100,14,18,5,0,0,8,1,1,9,24,0.23,0.268
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2008,KIA,0.2,8,20,0,4,0,0,0,2,0,0,0,5,0.2,0.2
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2009,KIA,0.5,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2010,한화,0.253,50,158,19,40,7,2,0,11,8,4,23,29,0.323,0.346
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2011,한화,0.243,81,173,22,42,4,0,2,15,5,5,25,39,0.301,0.34
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2012,한화,0.243,110,268,25,65,14,2,4,31,7,4,39,73,0.354,0.34
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2013,한화,0.276,70,214,24,59,14,1,1,24,2,5,26,53,0.364,0.355
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2014,한화,0.313,89,300,43,94,16,3,8,52,1,3,40,42,0.467,0.397
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2015,한화,0.337,107,377,58,127,21,1,16,78,1,3,50,89,0.525,0.414
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2016,한화,0.264,66,182,23,48,6,1,5,25,3,0,28,46,0.39,0.363
김경언,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71610.jpg,1982,2017,한화,0.248,38,105,17,26,7,0,5,17,1,0,12,27,0.457,0.331
정원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71636.jpg,1982,2001,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
정원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71636.jpg,1982,2003,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
정원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71636.jpg,1982,2006,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
오우진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71638.jpg,1979,2001,KIA,0.286,3,7,1,2,0,0,1,2,0,0,0,2,0.714,0.286
오우진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71638.jpg,1979,2002,KIA,0.25,14,16,0,4,0,0,0,2,0,0,0,6,0.25,0.294
오우진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71638.jpg,1979,2003,KIA,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
산토스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71643.jpg,1966,2001,KIA,0.31,130,484,74,150,19,0,26,107,1,0,46,66,0.51,0.365
심제훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71648.jpg,1978,2001,KIA,0.087,55,23,10,2,1,0,0,0,2,2,0,8,0.13,0.087
심제훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71648.jpg,1978,2002,KIA,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0
심제훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71648.jpg,1978,2004,롯데,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
레스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71649.jpg,1973,2002,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
레스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71649.jpg,1973,2004,두산,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
권민성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71650.jpg,1981,2005,롯데,0.231,10,13,0,3,2,0,0,3,0,0,0,5,0.385,0.286
김백만,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71708.jpg,1982,2001,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김백만,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71708.jpg,1982,2002,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
서창호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71713.jpg,1978,2001,한화,0.133,13,15,2,2,0,0,0,1,0,0,5,5,0.133,0.35
서창호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71713.jpg,1978,2002,한화,-,14,0,0,0,0,0,0,0,0,0,0,0,-,-
지승민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71715.jpg,1978,2001,한화,-,4,0,0,0,0,0,0,0,0,0,0,0,-,-
지승민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71715.jpg,1978,2002,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
지승민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71715.jpg,1978,2009,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
워렌,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71720.jpg,1967,2001,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
리스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71728.jpg,1975,2001,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
윈스턴,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71729.jpg,1966,2001,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
이송영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71744.jpg,1979,2001,한화,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
이송영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71744.jpg,1979,2004,한화,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
고상천,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71745.jpg,1978,2004,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2001,한화,0.335,88,245,51,82,13,2,20,54,2,0,40,72,0.649,0.436
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2002,한화,0.255,105,298,25,76,11,0,7,34,2,1,41,103,0.362,0.347
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2003,한화,0.319,133,479,67,153,24,2,31,95,3,2,79,106,0.572,0.424
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2004,한화,0.323,129,473,76,153,26,1,23,106,2,1,70,99,0.529,0.412
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2005,한화,0.317,124,461,73,146,33,2,23,100,3,1,60,73,0.547,0.401
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2006,한화,0.291,124,423,66,123,27,0,13,73,2,0,82,89,0.447,0.405
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2007,한화,0.29,118,393,62,114,13,0,21,85,2,1,90,70,0.483,0.42
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2008,한화,0.324,115,410,81,133,27,1,31,92,2,0,64,67,0.622,0.417
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2009,한화,0.33,95,336,63,111,15,0,19,62,0,0,45,71,0.545,0.416
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2012,한화,0.363,126,416,61,151,24,0,16,80,3,1,81,69,0.536,0.474
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2013,한화,0.319,101,345,41,110,24,0,10,52,0,3,73,67,0.475,0.444
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2014,한화,0.365,118,422,66,154,30,0,18,84,0,2,70,73,0.564,0.463
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2015,한화,0.316,133,408,61,129,28,0,21,104,3,1,98,80,0.539,0.457
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71752.jpg,1982,2016,한화,0.365,144,529,94,193,39,0,23,136,1,0,108,97,0.569,0.475
