plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm
경남 생활문화동호회 활성화 지원 사업,경남도민들이 일상에서 누리는 생활문화 환경을 조성하고 생활문화 활동 확산,"□ 신청자격
○ 문화예술진흥법제2조제1항제1호의 “문화예술” 활동을 영위하는 생활문화예술동호회
○ 도내에서 활동하는 문화예술 관련 동호회(고유번호증 보유)로 사업 공고일 기준 최근 1년간 문화예술활동 실적이 있는 동호회
○ 동호회 구성 인원은 5인 이상(개인 신청 불가)
○ 전문예술인이 아닌 아마추어 예술인들로 구성된 동호회
※ 동호회 구성원이 아마추어 예술인들로 구성되어 있고, 예술활동증명을 보유한 전문예술인이 멘토로 활동하고 있는 경우, 전문예술인이 동호회 구성원의 30%를 넘지 않을 것",20240507 ~ 20240521,,,,"복지문화,복지문화","건강,문화활동"
창녕군 일상돌봄서비스 사업 이용자 모집,일상생활에 돌봄이 필요한 청·중장년을 위한 2024년 일상돌봄서비스사업,"□ 이용기간: 6개월(재판정 5회 가능)]

□ 서비스 내용
○ 기본서비스 (돌봄·가사)
- 재가돌봄: 신체 청결, 식사 도움 등 신체 수발 및 지원
- 가사:청소, 설거지, 식사 준비, 청소 등 일상생활 지원
- 동행지원: 장보기, 외출 동행 및 업무 보조 등
○ 특화서비스[병원 동행]
- 병원으로 출발 시부터, 집으로 귀가 시까지 동행 지원 
- 병원 내 접수·수납, 진료 , 약국 동행
- 입·퇴원 지원, 투약 및 질환 관련 정보 전달
○ 특화서비스[심리 지원]
- 월 4회(주 1회) 서비스 제공
- 상담 등 맞춤형 서비스
· 대상 욕구(성격, 우울, 불안 등)에 대한 개입 및 예방
· 관계, 상황적 스트레스 대처 능력 향상

□ 서비스 유형 : 공고문 참고

□ 바우처 총액 및 본인부담금 : 공고문 참고",,,19,64,복지문화,건강
산청군 찾아가는 진로-토크콘서트 대학생 멘토 모집,산청군청소년수련관과 산청군 관내 고등학교가 연계하여 운영하는 진로프로그램,"□ 일시: 2024.7.15.(월)~7.17.(수) / 총 5회기
□ 내용: 전공소개 및 대학생활 소개, 학과에 대한 지원동기 및 고교시절에 대한 자신의 경험을 전달하는 멘토링 활동
□ 혜택: 봉사활동 시간 지급, 소정의 강연비 지급",20240429 ~ 20240517,,,,"참여권리,참여권리","청년참여,정책인프라구축"
여행 경비 지원사업 「고창한밤」,고창군 내 여행경지 지원,"□고창군 내 여행경비 지원(최대 10만원)
○ 3만원 지원 : 영수증 총 합 10만원 이상
○ 7만원 지원 : 영수증 총 합 20만원 이상
○ 10만원 지원 : 영수증 총 합 30만원 이상",,http://gctf.or.kr/ebom/index.htm?ebom=1680236516&bmode=view&skey=&sword=&page=&set=&code=1708937167,19,100,"일자리,교육,참여권리","취업,미래역량강화,정책인프라구축"
남녀임신준비 사업,서울시민으로서 건강한 2세를 꿈꾸는 가임 남녀들에게 건강한 임신에 장애가 되는 위험요인들을 평가하여 제거할 수 있는 중재를 제공하기 위한 것으로 결과적으로 건강한 임신과 출산을 돕기 위한 지원사업,"-  임신 전 남녀의 건강검사 및 생활양식 중 이상 및 개선사항을 파악하여 중재에 대한 안내(무료)
- 무료 엽산제 제공 및 혈액 등의 임신준비를 위한 각종검사",,https://seoul-agi.seoul.go.kr/pregnancy-preparation-benefits,15,49,"복지문화,복지문화","건강,예술인지원"
남녀 임신준비 지원사업,가임기 남녀를 대상으로 임신에 장애가 되는 위험요인을 조기 발굴하여 중재 및 치료함으로서 건강한 임신과 출산을 지원,"- 별도의 비용 없이 임신 전 남녀의 건강검사 및 생활양식 중 이상 및 개선사항을 파악하여 중재에 대한 안내
- 무료로 엽산제 제공 및 혈액 등의 임신준비를 위한 각종검사 제공",,https://seoul-agi.seoul.go.kr/smom/plan/PlanBusiness,15,49,"주거,복지문화","주택 및 거주지,건강"
DDM 청년창업센터 유니콘,"예비, 초기 청년 창업가 육성을 위한 청년창업 공간 조성","창업공간 제공, 창업지원 프로그램 운영",,,19,39,"일자리,일자리","취업,창업"
거제시 청년축제추진기획단 공개 모집,청년이 참여하고 기획하는 청년 주도 친화적 축제행사 추진,"□ 청년축제추진기획단 역할 
- 기능 : 행사 전반에 관한 기획 및 자문
- 청년주간행사 기본 방향 및 슬로건에 관한 사항 논의
- 행사 프로그램 구성 및 실행에 관한 사항 논의 등

□ 활동기간 : 기획단 구성 시부터 행사종료일까지 

※ 2024 거제시 청년축제행사 개요
- 행 사 명 : 2024 거제시 청년축제행사
- 행사일자 : 2024. 9. 7.(토)
- 행사장소 : 거제시 체육관 및 청소년수련관
- 행사대상 : 거제시 청년 및 시민 등
- 행사내용 : 축하공연, 세대간 공감 토크쇼, 청년버스킹, 부대행사 등",20240424 ~ 20240508,,19,39,"참여권리,참여권리","청년참여,정책인프라구축"
경남 KOICA WFK 해외봉사단 1:N 컨설팅,해외봉사단 프로그램 소개 및 지원방법 컨설팅 프로그램(비대면),"□ 강사 : 경남센터 리크루터 1기
(KOICA WFK 해외봉사단 귀국인재 및 코디네이터 경험有)

□ 내용 : KOICA WFK 해외봉사단 프로그램 안내 및 전형별 지원방법 등
- 지원을 하고 싶지만, 주변에 경험한 사람이 없고 해당 봉사단을 잘 알지 못해서 고민이 될 때
- 해외봉사단에 합격하고 싶은데 어떤 걸 준비하면 좋을지 잘 모를 때
- KOICA WFK 해외봉사단원 및 코디네이터, 해외인턴 등에 관심 있을때
- 설명회를 가고 싶지만, 현장에 가기 어려울 때

□ 진행방법 : 비대면",20240418 ~ 20240515,https://forms.gle/hwzDwSVddHjsQMyt8,,,참여권리,정책인프라구축
양산시 1인가구 오픈공간 대여,1인가구들을 위한 양산시가족센터 내 오픈공간 대여,"□ 지원내용 : 1인가구를 위한 오픈공간 대여(혼밥, 혼영, 소모임 등을 지인, 친구들과 함께 이용가능)
※도서, 컬러링북, 보드게임, 노트북, 빔프로젝트 마련

□ 이용시간 : 월~목(18:00~21:00) 3시간 내 이용 가능

□ 수용인원 : 최소 인원 1명 ~최대 10명까지 이용 가능

□ 위치 : 양산시 가족센터 - 경남 양산시 양주1길 7-1, 2층(중부동)
※별도의 주차공간x. 주차는 공원 근처 길가에 하시면 됩니다.",,,,,"복지문화,복지문화","건강,예술인지원"
울산 블록체인 기본 A to Z(동남권 ICT 이노베이스스퀘어 확산사업),블록체인 분야에 관심이 있는 교육생 대상 블록체인 기술 관련 실전 역량 강화,"□ 교육 목표 : 블록체인 기초이론 및 개념 이해, 퍼블릭 블록체인 및 프라이빗 블록체인의 개념, 블록체인 사례분석을 통한 실무적 능력 함양

□ 교육 일정 : 5월 9일(목) ~ 7월 5일(금) (월 ~ 금, 14:00 ~ 18:00, 160H)

□ 교육 방식 : 1일 4시간 실시간 온라인 교육

□ 교육비 : 전액 무료

□ 수강 혜택
○ 취업컨설팅(포트폴리오 작성 등) 
○ 블록체인 전문도서 지급(월별 출석 우수자에게만 지급) 
○ 수강독려 기프티콘(월별 출석 우수자에게만 지급) 
○ 수료증 발급(수료조건 이수자에 한함, 수료조건 : 출석률 70% 이상) 
○ 한국표준협회 「블록체인 전문가(2급)」 민간자격 취득(시험응시 및 합격자)
○ 자격시험 응시료 지원(합격자에 한함)",20240325 ~ 20240508,https://www.baeulang.kr/bbs/board.php?bo_table=BlockChain&wr_id=57,,,"일자리,교육","취업,미래역량강화"
경남 블록체인 기본 A to Z(동남권 ICT 이노베이스스퀘어 확산사업),블록체인 분야에 관심이 있는 교육생 대상 블록체인 기술 관련 실전 역량 강화,"□ 교육 목표 : 블록체인 기초이론 및 개념 이해, 퍼블릭 블록체인 및 프라이빗 블록체인의 개념, 블록체인 사례분석을 통한 실무적 능력 함양

□ 교육 일정 : 5월 9일(목) ~ 7월 5일(금) (월 ~ 금, 09:00 ~ 13:00, 160H)

□ 교육 방식 : 1일 4시간 실시간 온라인 교육

□ 교육비 : 전액 무료

□ 수강 혜택
○ 취업컨설팅(포트폴리오 작성 등) 
○ 블록체인 전문도서 지급(월별 출석 우수자에게만 지급) 
○ 수강독려 기프티콘(월별 출석 우수자에게만 지급) 
○ 수료증 발급(수료조건 이수자에 한함, 수료조건 : 출석률 70% 이상) 
○ 한국표준협회 「블록체인 전문가(2급)」 민간자격 취득(시험응시 및 합격자)
○ 자격시험 응시료 지원(합격자에 한함)",20240325 ~ 20240508,https://www.baeulang.kr/bbs/board.php?bo_table=BlockChain&wr_id=55,,,"일자리,교육","취업,미래역량강화"
청년마음건강사업 2차 모집(군포시),군포시 청년들을 위한 1:1 맞춤 심리상담,"○ 지원내용 : 주 1회 1:1 맞춤 전문 심리상담 제공(10주)
     - 제공주기 상관 없이 3개월 내 10회 가능
     - 재판정을 통해 최대 12개월 지원 가능 (예산 상황에 따라 결정)",20240501 ~ 20240510,,19,34,복지문화,건강
리턴패키지(김포시),경영위기를 겪는 청년사업자를 위한 <리턴패키지>,"○진행기간: 6월17일~6월28일 (2주)
  -(1기수) 6월17일(월)~6월21일(금) 12시~17시
  -(2기수) 6월24일(월)~6월28일(금)  9시~14시

○참여혜택: 참여수당 지급
  -교육참여수당: 20만원
  -전직장려수당: 100만원(사후관리 및 활동 이후 발생)",20240415 ~ 20240617,,19,34,일자리,취업
경남 청년 멀티미디어 디자이너 육성지원사업 모집(지역주도형 청년일자리사업),웹 및 멀티미디어 콘텐츠 제작에 필요한 디자이너 육성,"□ 지원내용
1. 참여기업
- 기업별 최대 2명 지원
- 참여청년 신규채용 시 인건비 지원
(월 최저임금(2,060,740원)이상 기본급(지원금 180만원+기업부담금 260,740원 이상))
※ 인건비 지원금의 기업부담금 외 4대보험 사업자부담금 별도 부담, 근로자 퇴직금(퇴직연금) 별도 적립 필요 
2. 참여청년
- 교통비(월 10만원/인), 주거지원금(월 30만원/인, 1명한), 직무교육·훈련(의무), 자격증 취득 등 역량강화활동 지원 등",20240419 ~ 20240502,https://jbio.or.kr/boardView.do?boardId=5&searchCategory=&searchKeyword=&fieldNo=0&dataNo=1250&nowPage=1&sub=02_02,18,39,일자리,취업
경남 청년 메타버스 UX 디자이너 육성지원사업 모집(지역주도형 청년일자리사업),정보기술과 통신기술에 메타버스 산업의 경쟁력 향상을 위한 UX 디자인 분야 미취업 청년 육성,"□ 지원내용
1. 참여기업
- 기업별 최대 2명 지원
- 신규채용 시 인건비 지원(월 225만원 이상 기본급(지원금 180만원+기업부담금 45만원 이상))
※ 인건비 지원금의 기업부담금 외 4대보험 사업자부담금 별도 부담, 근로자 퇴직금(퇴직연금) 별도 적립 필요
2. 참여청년
- 교통비(월 10만원/인), 주거지원금(월 30만원/인, 1명한), 직무교육·훈련(의무), 자격증 취득 등 역량강화활동 지원 등",20240419 ~ 20240502,https://jbio.or.kr/boardView.do?boardId=5&searchCategory=&searchKeyword=&fieldNo=0&dataNo=1251&nowPage=1&sub=02_02,19,39,"일자리,교육","취업,미래역량강화"
2024 전북 청년 네트워크 교류회 <청년과 창업-잇다>,도내 예비창업자 및 청년창업가 등 창업에 관심있는 전북청년 누구나 참여 가능한 네트워크 교류회,"일시 : 2024. 5. 10. 금 10:30 ~ 14:00
장소 : 심플레이스(전북특별자치도 전주시 덕진구 정여립로 924-25)",20240417 ~ 20240507,https://www.jb2030.or.kr,,,"참여권리,참여권리","청년참여,정책인프라구축"
창원시 조선업 신규 취업자 이주정착비 지원사업,창원시 조선업 인력난 해소와 정주여건 개선 지원,"□ 지원내용
○ 지원내용 : 월 30만원 지원(최대 1년간)
○ 취업 적용기간 : 2023. 9. 21. ~ 2024. 9. 20.

□ 지급방법
○ 2024년 신청 회차별(1~4회) 접수 및 지급
- 최초 신청시 : 취업일로부터 소급 지급
- 반복 신청시 : 직전 회차 ~ 당해 회차까지 계산하여 지급 
※ 신청 마감일은 2024. 12. 20.까지이며, 예산 소진 시 지급 불가",20240425 ~ 20241220,,,,"일자리,주거","취업,주택 및 거주지"
경남 청년공감스토리 공모전,경남 청년공감스토리 공모전,"□ 공모분야 : 자유(수기·수필/사진 글/웹툰/숏폼 등)
※ 1인당 한 분야 1개 작품만 응모 가능

□ 공모주제 : 이 시대 청년이 겪는 일상의 모든 이야기
예시)
-취·창업 성공담 또는 실패담
-꿈과 희망 그리고 도전 등 에피소드
-일과 사랑, 잊지 못할 경험, 가족, 친구, 고마운 사람에 대한 이야기
-정부/지자체/기업 등 청년 정책의 도움을 받아 좋았던 경험 등

□ 시상계획 
- 으뜸상 1명 : 150만원
- 버금상 1명 : 70만원
- 북돋음상 3명 : 30만원
- 보람상 10명 : 10만원
※ 응모자 선착순 150명 스타벅스 커피 쿠폰 제공",20240315 ~ 20240615,http://www.youthstory.co.kr/ko/,19,34,"참여권리,복지문화","정책인프라구축,예술인지원"
신혼부부 전세자금 대출이자 지원 사업(2차)(용인시),2024년 신혼부부 전세자금 대출이자 지원사업(2차) 추진,○지원내용 : 전세자금 대출 잔액의 1% 범위 내 이자 지원(최대 100만원),20240501 ~ 20240517,,,,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원"
경남 웹툰캠퍼스 웹툰 창작활동 지원사업,웹툰 창작 환경 개선 및 창작 활성화,"□ 지원규모: 10건 정도 ※ 과제별 3~5백만원 정도, 심사 결과에 따라 차등 지원

□ 지원내용: 연재 준비중인 작품에 대한 창작 장려금 지원 ※ 계약되지 않은 신규·기성작품
○ 지원주제:제한없음(전체관람가)
○ 지원규모: 10건 선발, 과제별 3~5백만원 ※ 심사 결과에 따른 선정 규모, 지원금 등 변경될 수 있음
○ 최종과제
- 웹툰 2화 분량 완성본 ※ 심사시 제출한 1화 제외 2~3화, 1화당 50컷 이상
 캐릭터 시트 및 시놉시스 완성본",20240426 ~ 20240507,https://www.gnwc.or.kr/sub/support_view.php?pr_id=21&page=1,19,,"일자리,일자리","취업,재직자"
