NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
6191,강원특별자치도 춘천시 칠전동,6**,12m미만,15,전세,202506,24,"2,000",0,2001,칠전서길,202507~202707,신규,-,,,단독다가구
6192,광주광역시 북구 오치동,1***,25m이상,76.98,월세,202506,24,"1,000",50,1995,서하로,202506~202706,신규,-,,,단독다가구
6193,광주광역시 북구 삼각동,7**,12m미만,23.07,월세,202506,24,100,20,2001,설죽로455번길,202506~202606,신규,-,,,단독다가구
6194,경기도 파주시 금릉동,4**,12m미만,43,월세,202506,24,500,45,2008,쇠재개울길,202507~202707,신규,-,,,단독다가구
6195,경기도 화성시 안녕동,1**,8m미만,45,전세,202506,24,"6,000",0,2012,세자로406번길,202506~202706,신규,-,,,단독다가구
6196,경상남도 김해시 구산동,2**,12m미만,35,월세,202506,24,500,41,2017,구산로10번길,202507~202706,신규,-,,,단독다가구
6197,광주광역시 북구 양산동,1***,12m미만,20,전세,202506,24,"4,000",0,2013,연양로105번길,202507~202707,신규,-,,,단독다가구
6198,광주광역시 북구 양산동,8**,12m미만,33,월세,202506,24,300,40,2014,양산택지로37번길,202506~202606,신규,-,,,단독다가구
6199,경상북도 포항시 남구 이동,6**,12m미만,50,월세,202506,24,500,45,2005,대이로159번길,202506~202606,신규,-,,,단독다가구
6200,경기도 화성시 반송동,1*,12m미만,29,전세,202506,24,"8,500",0,2007,동탄반송3길,202508~202708,갱신,-,"8,500",0,단독다가구
6201,경기도 화성시 반송동,1**,12m미만,60,전세,202506,24,"12,000",0,2011,노작로2길,202508~202708,신규,-,,,단독다가구
6202,광주광역시 광산구 수완동,1***,12m미만,35.68,월세,202506,24,200,37,2013,수완로10번길,202506~202606,신규,-,,,단독다가구
6203,광주광역시 광산구 수완동,1***,12m미만,51,월세,202506,24,300,65,2013,수완로106번길,202506~202606,신규,-,,,단독다가구
6204,인천광역시 서구 연희동,7**,12m미만,23.14,월세,202506,24,300,30,2002,간촌로,202506~202606,신규,-,,,단독다가구
6205,경기도 화성시 석우동,*,12m미만,36,월세,202506,24,500,60,2017,동학산2길,202506~202507,신규,-,,,단독다가구
6206,울산광역시 남구 신정동,8*,8m미만,31.8,월세,202506,24,500,75,2025,신정로148번길,202507~202606,신규,-,,,단독다가구
6207,광주광역시 광산구 월계동,8**,25m미만,29,월세,202506,24,300,45,2013,첨단중앙로124번길,202506~202606,신규,-,,,단독다가구
6208,경기도 파주시 문발동,5**,12m미만,30,전세,202506,24,600,0,2012,숲속노을로,-,-,-,,,단독다가구
6209,경기도 파주시 문발동,5**,12m미만,35.14,전세,202506,24,"11,000",0,2008,안개초길,202507~202707,신규,-,,,단독다가구
6210,경기도 파주시 당하동,2**,8m미만,30,전세,202506,24,"12,000",0,2021,성재길,202506~202706,신규,-,,,단독다가구
6211,인천광역시 서구 검암동,5**,12m미만,30,월세,202506,24,300,30,2007,검암로29번길,-,-,-,,,단독다가구
6212,인천광역시 서구 검암동,6**,12m미만,30,월세,202506,24,500,37,2009,승학로506번길,202506~202606,신규,-,,,단독다가구
6213,광주광역시 광산구 신창동,1***,12m미만,29,월세,202506,24,300,40,2012,신창로86번길,202506~202606,신규,-,,,단독다가구
6214,경기도 화성시 신동,3**,-,84.98,월세,202506,24,"5,000",131,,동탄신리천로6길,202508~202708,갱신,-,"5,000",131,단독다가구
6215,경기도 평택시 지산동,8**,8m미만,20,월세,202506,24,"1,000",40,2018,송탄2로65번길,202506~202606,신규,-,,,단독다가구
6216,인천광역시 계양구 임학동,2**,12m미만,35,월세,202506,24,500,25,1989,병방시장로,202506~202706,갱신,-,500,20,단독다가구
6217,광주광역시 광산구 흑석동,7**,12m미만,21.9,월세,202506,24,200,39,2021,하남울로48번길,202506~202606,신규,-,,,단독다가구
6218,강원특별자치도 춘천시 후평동,5**,8m미만,69.88,전세,202506,24,"5,000",0,1989,삭주로108번길,202508~202708,신규,-,,,단독다가구
6219,강원특별자치도 원주시 명륜동,3**,8m미만,29,월세,202506,24,300,30,2008,남원로527번길,202506~202509,신규,-,,,단독다가구
6220,광주광역시 광산구 하남동,1***,12m미만,18.72,월세,202506,24,300,31,2022,하남마항로29번길,202506~202606,신규,-,,,단독다가구
6221,경상남도 진주시 상대동,3**,12m미만,56,전세,202506,24,"9,000",0,2016,돗골로117번길,202507~202707,신규,-,,,단독다가구
6222,경상남도 창원시 의창구 사림동,1*,12m미만,23,월세,202506,24,500,22,1987,용지로275번길,202507~202607,갱신,-,500,22,단독다가구
6223,경상남도 진주시 상대동,1**,8m미만,54,월세,202506,24,"2,000",32,2012,대신로307번길,202506~202706,신규,-,,,단독다가구
6224,부산광역시 동래구 온천동,1***,8m미만,108.56,전세,202506,24,"3,500",0,1974,여고북로123번길,200811~202906,갱신,-,"3,500",0,단독다가구
6225,광주광역시 광산구 월곡동,5**,12m미만,33,전세,202506,24,"5,000",0,2002,월곡중앙로,202506~202706,신규,-,,,단독다가구
6226,경기도 안산시 상록구 사동,1***,8m미만,50,전세,202506,24,"8,000",0,2008,장화2길,202507~202707,신규,-,,,단독다가구
6227,강원특별자치도 원주시 명륜동,7*,8m미만,156.35,월세,202506,24,300,30,1984,향교길,202506~202806,신규,-,,,단독다가구
6228,인천광역시 부평구 십정동,4**,8m미만,42.48,전세,202506,24,"10,300",0,1980,동암남로26번길,202508~202708,신규,-,,,단독다가구
6229,경기도 광주시 탄벌동,3*,8m미만,21,월세,202506,24,500,35,2004,벌원길,202506~202706,신규,-,,,단독다가구
6230,인천광역시 부평구 부평동,9**,12m미만,59.5,월세,202506,24,200,22,1988,장제로231번길,202507~202607,갱신,-,200,20,단독다가구
6231,인천광역시 부평구 부평동,1*,25m이상,25.56,월세,202506,24,500,33,,장제로,202506~202606,신규,-,,,단독다가구
6232,울산광역시 중구 성안동,8**,25m미만,39.6,월세,202506,24,500,38,2015,함월19길,202506~202606,신규,-,,,단독다가구
6233,인천광역시 부평구 부평동,6**,25m미만,18,월세,202506,24,500,35,2002,육동로,202506~202606,신규,-,,,단독다가구
6234,부산광역시 영도구 대교동2가,1**,25m미만,60.7,월세,202506,24,"2,500",55,,태종로100번길,202506~202706,신규,-,,,단독다가구
6235,경기도 파주시 금촌동,9**,12m미만,46.62,월세,202506,24,"1,100",18,2017,동산1길,202410~202612,갱신,-,100,24,단독다가구
6236,경기도 하남시 감일동,4**,8m미만,58.75,전세,202506,24,"31,500",0,2023,감일로105번안길,202507~202707,갱신,사용,"30,000",0,단독다가구
6237,경상북도 포항시 남구 대도동,9*,8m미만,40,월세,202506,24,200,29,2011,상공로,202506~202606,신규,-,,,단독다가구
6238,경기도 광주시 태전동,3**,8m미만,33,월세,202506,24,"1,000",44,2013,고불로,202506~202706,갱신,-,"1,000",42,단독다가구
6239,경기도 안산시 상록구 사동,1***,8m미만,48,월세,202506,24,300,42,1997,이화3길,202506~202706,신규,-,,,단독다가구
6240,대전광역시 동구 자양동,5*,12m미만,44.36,전세,202506,24,"1,800",0,1984,백룡로5번길,202506~202706,신규,-,,,단독다가구
6241,경상북도 포항시 남구 대도동,1**,12m미만,61.98,월세,202506,24,"1,000",60,2018,상공로104번길,202506~202606,신규,-,,,단독다가구
6242,경기도 광주시 역동,1**,8m미만,70,월세,202506,24,"8,000",25,2012,역동로,202506~202706,신규,-,,,단독다가구
6243,경기도 하남시 망월동,8**,25m미만,72.72,전세,202506,24,"30,000",0,2018,미사강변북로115번길,202508~202708,갱신,사용,"28,920",0,단독다가구
6244,경기도 하남시 망월동,1***,25m미만,44.27,전세,202506,24,"33,000",0,2019,미사강변한강로334번안길,202507~202707,신규,-,,,단독다가구
6245,경기도 안산시 상록구 사동,1***,12m미만,123.42,월세,202506,24,"10,000",30,1995,이화4길,202508~202708,신규,-,,,단독다가구
6246,인천광역시 남동구 간석동,5**,8m미만,33,월세,202506,24,80,62,2022,석산로62번길,202506~202512,신규,-,,,단독다가구
6247,인천광역시 남동구 간석동,5**,12m미만,27,월세,202506,24,300,35,2002,구월로8번길,202507~202607,신규,-,,,단독다가구
6248,울산광역시 중구 태화동,2*,12m미만,26.64,월세,202506,24,300,35,2011,화진5길,202506~202606,신규,-,,,단독다가구
6249,강원특별자치도 강릉시 포남동,1***,25m이상,121.92,전세,202506,24,"16,000",0,1994,강릉대로,202507~202707,신규,-,,,단독다가구
6250,경기도 하남시 덕풍동,4**,8m미만,21.9,월세,202506,24,100,20,1985,신평로67번길,202506~202706,신규,-,,,단독다가구
6251,대전광역시 동구 용전동,1**,8m미만,20,전세,202506,24,"3,500",0,2002,홍도로46번길,202506~202706,신규,-,,,단독다가구
6252,경기도 광주시 신현동,5**,12m미만,46.16,전세,202506,24,"13,000",0,2012,새말길,202507~202707,신규,-,,,단독다가구
6253,경기도 광주시 신현동,5**,8m미만,71.81,전세,202506,24,"13,000",0,2011,새말길,202508~202708,신규,-,,,단독다가구
6254,경기도 광주시 신현동,4**,8m미만,23.06,월세,202506,24,"13,000",5,2015,새말길152번길,202507~202707,신규,-,,,단독다가구
6255,인천광역시 남동구 구월동,1***,12m미만,45,월세,202506,24,"2,000",50,1993,인하로521번길,202507~202707,신규,-,,,단독다가구
6256,경기도 하남시 창우동,4**,25m미만,45,월세,202506,24,"2,000",67,2018,하산곡로,202508~202708,신규,-,,,단독다가구
6257,부산광역시 부산진구 개금동,1**,8m미만,18,월세,202506,24,"1,000",17,2010,복지로13번길,202506~202606,신규,-,,,단독다가구
6258,경기도 의왕시 포일동,6**,25m미만,56,전세,202506,24,"24,000",0,2011,봇들3길,202507~202607,갱신,-,"24,000",0,단독다가구
6259,경기도 의왕시 포일동,6**,12m미만,26.44,전세,202506,24,"15,000",0,2012,봇들4길,202507~202707,신규,-,,,단독다가구
6260,울산광역시 중구 다운동,7**,25m미만,66,월세,202506,24,300,53,,다운로,202506~202606,신규,-,,,단독다가구
6261,경기도 양주시 옥정동,9**,12m미만,109.22,월세,202506,24,"5,000",120,2023,옥정서로3라길,202507~202707,신규,-,,,단독다가구
6262,경기도 의왕시 학의동,1***,25m미만,72.09,월세,202506,24,"15,000",60,2023,백운호수로7길,202507~202607,신규,-,,,단독다가구
6263,강원특별자치도 원주시 단구동,8**,-,33,월세,202506,24,"2,500",30,2024,우러리길,202506~202706,신규,-,,,단독다가구
6264,강원특별자치도 원주시 단구동,6*,8m미만,36,월세,202506,24,300,55,2017,치악로1534번길,202506~202512,신규,-,,,단독다가구
6265,인천광역시 연수구 선학동,4**,12m미만,20,전세,202506,24,"4,500",0,2001,경원대로467번길,202506~202706,신규,-,,,단독다가구
6266,인천광역시 연수구 옥련동,2**,12m미만,79.2,전세,202506,24,"15,500",0,1987,옥련로99번길,202508~202708,신규,-,,,단독다가구
6267,경기도 군포시 도마교동,4**,25m미만,56.33,전세,202506,24,"20,000",0,2019,송부로74번길,202507~202707,갱신,-,"20,000",0,단독다가구
6268,경기도 군포시 금정동,6**,12m미만,43,월세,202506,24,"3,000",30,1990,금정로18번길,202506~202703,갱신,-,"3,000",30,단독다가구
6269,경기도 양주시 고암동,6**,12m미만,23,월세,202506,24,50,40,2020,고원2나길,202506~202606,신규,-,,,단독다가구
6270,강원특별자치도 원주시 단구동,1**,8m미만,33,월세,202506,24,300,45,2018,단사정길,202506~202606,갱신,-,300,37,단독다가구
6271,강원특별자치도 원주시 단구동,1***,12m미만,40,월세,202506,24,200,33,2010,천매봉길,202506~202606,신규,-,,,단독다가구
6272,경기도 양주시 고암동,6**,12m미만,23,월세,202506,24,50,40,2020,고원2나길,202506~202606,신규,-,,,단독다가구
6273,경상남도 창원시 마산회원구 구암동,2*,8m미만,37.06,월세,202506,24,"3,000",25,1979,구암남6길,202506~202706,갱신,-,"3,000",25,단독다가구
6274,경상남도 창원시 마산회원구 구암동,2*,25m미만,40,월세,202506,24,500,37,2012,팔용로,202507~202707,신규,-,,,단독다가구
6275,경기도 군포시 산본동,9*,8m미만,34.69,월세,202506,24,"1,500",53,2001,산본천로209번길,202506~202706,갱신,-,"1,500",53,단독다가구
6276,경기도 군포시 산본동,9*,8m미만,36,월세,202506,24,"1,000",35,1992,산본천로217번길,202506~202706,신규,-,,,단독다가구
6277,경기도 군포시 산본동,1***,12m미만,54,월세,202506,24,634,21,1996,곡란로84번길,202407~202606,신규,-,,,단독다가구
6278,인천광역시 미추홀구 용현동,6**,8m미만,40,월세,202506,24,"1,000",43,1997,낙섬서로18번길,202507~202707,신규,-,,,단독다가구
6279,경기도 여주시 점봉동,4**,8m미만,20,월세,202506,24,300,35,2010,세종로,202506~202606,신규,-,,,단독다가구
6280,경기도 여주시 점봉동,4**,8m미만,40,월세,202506,24,"2,000",30,2018,세종로,202506~202606,신규,-,,,단독다가구
6281,대전광역시 중구 오류동,1**,12m미만,16.52,월세,202506,24,200,30,2011,동서대로1303번길,202506~202606,신규,-,,,단독다가구
6282,강원특별자치도 춘천시 효자동,1**,8m미만,26,월세,202506,24,300,50,1996,백령로23번길,202507~202607,신규,-,,,단독다가구
6283,경기도 의정부시 의정부동,5**,8m미만,47.43,전세,202506,24,"1,200",0,1991,경의로86번길,202506~202706,신규,-,,,단독다가구
6284,강원특별자치도 춘천시 효자동,3**,8m미만,28,전세,202506,24,"7,500",0,2017,남춘천새길41번길,202508~202708,갱신,-,"7,500",0,단독다가구
6285,경기도 여주시 오학동,2**,8m미만,25.46,월세,202506,24,300,52,2022,여양로,202506~202606,신규,-,,,단독다가구
6286,강원특별자치도 춘천시 효자동,7**,12m미만,27,월세,202506,24,300,40,2014,효평길,202506~202606,신규,-,,,단독다가구
6287,대전광역시 중구 유천동,2**,12m미만,15,월세,202506,24,300,35,2018,계백로1603번길,202506~202606,신규,-,,,단독다가구
6288,충청북도 충주시 칠금동,8**,12m미만,84,월세,202506,24,"1,000",50,1997,칠금3길,202507~202707,신규,-,,,단독다가구
6289,강원특별자치도 원주시 일산동,1**,8m미만,32.12,월세,202506,24,500,55,2020,일산로,202506~202606,신규,-,,,단독다가구
6290,대전광역시 중구 문화동,*,8m미만,22.02,월세,202506,24,"3,000",52,2025,계룡로920번안길,202506~202706,신규,-,,,단독다가구
6291,울산광역시 중구 동동,5*,25m미만,163.59,월세,202506,24,"1,000",24,1989,병영로,202506~202706,갱신,-,"2,000",19,단독다가구
6292,울산광역시 남구 삼산동,1**,12m미만,42.9,월세,202506,24,500,51,2010,정동로118번길,202506~202606,신규,-,,,단독다가구
6293,인천광역시 중구 운서동,2***,12m미만,40,월세,202506,24,300,35,2013,운서1로4번길,202507~202607,신규,-,,,단독다가구
6294,인천광역시 중구 운서동,3***,12m미만,25,월세,202506,24,500,43,2020,흰바위로92번길,202506~202606,신규,-,,,단독다가구
6295,충청북도 충주시 연수동,1***,12m미만,25,월세,202506,24,300,30,2010,동수1길,202507~202606,신규,-,,,단독다가구
6296,경상남도 진주시 하대동,6**,12m미만,45,월세,202506,24,500,45,2015,하대로,202506~202706,신규,-,,,단독다가구
6297,대전광역시 서구 복수동,7**,25m미만,25,월세,202506,24,300,33,2011,복수남로,202507~202607,신규,-,,,단독다가구
6298,대전광역시 서구 복수동,8**,25m미만,25,월세,202506,24,500,43,2011,복수동로,202506~202606,신규,-,,,단독다가구
6299,경기도 부천시 소사구 괴안동,1**,8m미만,32.92,전세,202506,24,"10,000",0,1992,안곡로,202507~202707,신규,-,,,단독다가구
6300,전북특별자치도 정읍시 수성동,9**,8m미만,23,월세,202506,24,300,35,2014,수성택지4길,202507~202607,신규,-,,,단독다가구
6301,경기도 시흥시 정왕동,2***,25m미만,30,월세,202506,24,200,45,2003,역전로,202507~202607,갱신,-,200,45,단독다가구
