구분,회사명,특약명,가입조건,판매채널,적용담보(자동차상해 및담보별 확장특약 포함기준),할인율(%)ascdesc
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 1,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",42
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 2,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",34
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 2,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",37
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 3,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",28
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 3,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",31
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 4,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",25
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 4,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",29
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 5,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",23
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 5,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",27
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 6,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",22
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 6,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",26
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 8,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",20
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 8,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",24
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 10,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",16
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 10,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",20
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 12,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",5
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 12,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",10
마일리지(후정산형)할인,삼성화재,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 연간주행거리 15,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전차종④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",2
마일리지(후정산형)할인,현대해상,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 : 보험기간 동안 1,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,45
마일리지(후정산형)할인,현대해상,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 : 보험기간 동안 1,000km 초과, 3,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,36
마일리지(후정산형)할인,현대해상,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 : 보험기간 동안 3,000km 초과 5,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,29
마일리지(후정산형)할인,현대해상,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 : 보험기간 동안 5,000km 초과 8,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,22
마일리지(후정산형)할인,현대해상,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 : 보험기간 동안 8,000km 초과 10,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,18
마일리지(후정산형)할인,현대해상,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 : 보험기간 동안 10,000km 초과 12,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,8
마일리지(후정산형)할인,현대해상,Eco 마일리지 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 : 보험기간 동안 12,000km 초과 15,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,5
